"annee","droit","type","beneficiaire","montant","nature","id"
2011,"privé","Association","ACCUEIL FAMILLES PERGAUD",1000,"oui",2299
2011,"privé","Association","ACCUEIL SEP DU DOUBS",0,"oui",2300
2011,"privé","Association","ACTION CONTRE LA FAIM",0,"oui",2301
2011,"privé","Association","ACE-SHS",300,"non",2302
2011,"privé","Association","ACL AFFDU GROUPE DE BESANCON",300,"non",2303
2011,"privé","Association","ACLAS PLANOISE EN VADROUILLE",500,"non",2304
2011,"privé","Association","ADAMAFOLK",0,"oui",2305
2011,"privé","Association","ADAPEI",0,"oui",2306
2011,"privé","Association","ADDSEA - PREVENTION SPECIALISEE",59525,"oui",2307
2011,"privé","Association","ADDSEA - SERVICE INSERTION",39067,"oui",2308
2011,"privé","Association","ADDSEA - SOLEA",27700,"oui",2309
2011,"privé","Association","ADIF - ASSOCIATION DES DEPORTES INTERNES ET FAMILLES DE DISPARUS",0,"oui",2310
2011,"privé","Association","ADORR",64,"non",2311
2011,"privé","Association","AECPI ETUDIANTS PROJETS INTERNATIONAUX",250,"oui",2312
2011,"privé","Association","AERO-CLUB DE BESANCON - LA VEZE",284,"non",2313
2011,"privé","Association","AFB - ASS DES FAMILLES DE BESANCON",3100,"oui",2314
2011,"privé","Association","AFOBAT",0,"oui",2315
2011,"privé","Association","AFRIQ'ENERGIES - GRAVIERS BLANCS",4000,"non",2316
2011,"privé","Association","AGIR ABCD FRANCHE COMTE",2456.2,"oui",2317
2011,"privé","Association","AGIR ET REAGIR CONSO",1500,"oui",2318
2011,"privé","Association","AIDES",2700,"oui",2319
2011,"privé","Association","AIGLES SEQUANES",0,"oui",2320
2011,"privé","Association","AIGLON SPORTS",2532,"non",2321
2011,"privé","Association","AIVS - AGENCE IMMOBILIERE A VOCATION SOCIALE",5000,"non",2322
2011,"privé","Association","AKT RADIO",500,"oui",2323
2011,"privé","Association","ALAC - LIVRE ET AUTEURS COMTOIS",1000,"oui",2324
2011,"privé","Association","ALATIENNE",1000,"non",2325
2011,"privé","Association","ALCOOL ASSISTANCE CROIX OR BESANCON",700,"oui",2326
2011,"privé","Association","ALCOOLIQUES ANONYMES",0,"oui",2327
2011,"privé","Association","ALEDD",14103,"oui",2328
2011,"privé","Association","ALLIANCE GLISSE DE FRANCHE COMTE",898,"oui",2329
2011,"privé","Association","ALMA DEL FLAMENCO",0,"oui",2330
2011,"privé","Association","ALMA FRANCHE COMTE",0,"oui",2331
2011,"privé","Association","ALOUETTE (L')",0,"oui",2332
2011,"privé","Association","ALTERNATIVE CHANTIERS FRANCHE-COMTE",2733,"oui",2333
2011,"privé","Association","AM SPORTIVE TERRITORIALE BISONTINE",20726,"oui",2334
2011,"privé","Association","AMICALE DES ANCIENS DE RHONE POULENC TEXTILES",300,"non",2335
2011,"privé","Association","AMICALE CLUB BOULISTE BISONTIN",513,"non",2336
2011,"privé","Association","AMICALE CYCLISTE BISONTINE ACB",53165,"oui",2337
2011,"privé","Association","AMICALE DE BREGILLE VILLAGE",0,"oui",2338
2011,"privé","Association","AMICALE DES RETRAITES VILLE",4573,"oui",2339
2011,"privé","Association","AMICALE DES SAPEURS POMPIERS DE BESANCON",0,"oui",2340
2011,"privé","Association","AMICALE DES ANCIENS DE JEAN JAURES",0,"oui",2341
2011,"privé","Association","AMICALE MOTOCYCLISTE DOUBS (AMD)",1112,"non",2342
2011,"privé","Association","AMIS D'AGIR ENSEMBLE CONTRE LE CHOMAGE",2450,"oui",2343
2011,"privé","Association","AMIS DE LA RESISTANCE ET DE LA DEPORTATION",0,"oui",2344
2011,"privé","Association","AMIS DE L'ORGUE",1400,"non",2345
2011,"privé","Association","AMIS DE TVER",0,"oui",2346
2011,"privé","Association","AMIS DES ARCHIVES DE FRANCHE-COMTE",0,"oui",2347
2011,"privé","Association","AMIS DU MUSEUM D'HISTOIRE NATURELLE DE BESANCON",0,"oui",2348
2011,"privé","Association","AMITIE JUDEO MUSULMANE DE FRANCE",1500,"non",2349
2011,"privé","Association","AMNESTY INTERNATIONAL",0,"oui",2350
2011,"privé","Association","AMPTT",5810,"non",2351
2011,"privé","Association","ANDORINHAS AMICALE",0,"oui",2352
2011,"privé","Association","ANPAA 25",7400,"non",2353
2011,"privé","Association","ANTENNE PETITE ENFANCE DE F.C",199405,"non",2354
2011,"privé","Association","APACA",14000,"oui",2355
2011,"privé","Association","APEDA DE FRANCHE COMTE",500,"non",2356
2011,"privé","Association","APICULTEURS DU DOUBS",0,"oui",2357
2011,"privé","Association","APIM",16500,"oui",2358
2011,"privé","Association","AQUA SPORT COMTOIS",288,"non",2359
2011,"privé","Association","AQUA VERT FRANCHE COMTE",2000,"non",2360
2011,"privé","Association","ARC CLUB BISONTIN",699,"non",2361
2011,"privé","Association","ARC EN CIEL D'ORCHAMPS PALENTE",5500,"oui",2362
2011,"privé","Association","ARCHERS DU CSAMB",651,"non",2363
2011,"privé","Association","AROEVEN",5958,"oui",2364
2011,"privé","Association","ARP BURKINA FASO",-7148.75,"non",2365
2011,"privé","Association","ARTAIDE",0,"oui",2366
2011,"privé","Association","ART BFC",1500,"non",2367
2011,"privé","Association","ART LIBRE COMTOIS",0,"oui",2368
2011,"privé","Association","ARTHYS",0,"oui",2369
2011,"privé","Association","ARTISANS DU MONDE",0,"oui",2370
2011,"privé","Association","ART'MONIE",200,"non",2371
2011,"privé","Association","ASEP ASS SPORTIVE EDUCATION POPULAIRE",276131,"oui",2372
2011,"privé","Association","AS GYM TONUS DETENTE",0,"oui",2373
2011,"privé","Association","AS TOUR DE FRANCHE COMTE CYCLISTE",7000,"non",2374
2011,"privé","Association","ASA SEQUANIE AUTOMOBILE",2056,"oui",2375
2011,"privé","Association","ASC MONTRAPON FOOTBALL",6131,"oui",2376
2011,"privé","Association","ASC PLANOISE ST FERJEUX FOOTBALL",10500,"non",2377
2011,"privé","Association","ASC SALINS DE BREGILLE",5435,"oui",2378
2011,"privé","Association","ASC VELOTTE FOOTBALL",7871,"oui",2379
2011,"privé","Association","ASEB - SPORTS EXTREMES BISONTINS",2129,"oui",2380
2011,"privé","Association","ASGB SPORTS DE GLACE",7682,"oui",2381
2011,"privé","Association","ASPAM",0,"oui",2382
2011,"privé","Association","ASPOHB PALENTE ORCHAMPS HANDBALL",42325,"oui",2383
2011,"privé","Association","ASPRO IMPRO",33000,"non",2384
2011,"privé","Association","ASPTT - BESANCON OMNISPORTS",12368,"oui",2385
2011,"privé","Association","ASQP BASKET",1000,"non",2386
2011,"privé","Association","ASQP FOOTBALL",4528,"non",2387
2011,"privé","Association","ASS ETUDIANTS SAGES FEMMES BESANCON",400,"non",2388
2011,"privé","Association","ASS. SPORTIVE LES ORCHAMPS BESANCON",500,"non",2389
2011,"privé","Association","ASSEMBLEE GENERALE DE BESANCON 2011 (AGDB)",1500,"non",2390
2011,"privé","Association","ASSOCIATION DES PARALYSES DE FRANCE",0,"oui",2391
2011,"privé","Association","ASSOCIATION ASTRONOMIQUE F.C.",2300,"oui",2392
2011,"privé","Association","ASSOCIATION CENTRE COMMERCIAL CASSIN",2500,"non",2393
2011,"privé","Association","ASSOCIATION COMBES SARAGOSSE",0,"oui",2394
2011,"privé","Association","ASSOCIATION COMTOISE D'AQUARIOPHILIE",0,"oui",2395
2011,"privé","Association","ASSOCIATION DES FEMMES FRANCAISE DIPLOMEES DE L'UNIVERSITE",0,"oui",2396
2011,"privé","Association","ASSOCIATION CREMATISTES DE BESANCON",0,"oui",2397
2011,"privé","Association","ASSOCIATION CREMATISTES DU DOUBS",0,"oui",2398
2011,"privé","Association","ASSOCIATION DE CARDIOLOGIE DE FRANCHE COMTE",0,"oui",2399
2011,"privé","Association","ASSOCIATION POUR LE DROIT A L'INITIATIVE ECONOMIQUE",0,"oui",2400
2011,"privé","Association","ASSOCIATION DE PALENTE",2400,"oui",2401
2011,"privé","Association","ASSOCIATION DEPARTEMENTALE DE PROTECTION CIVILE DU DOUBS",0,"oui",2402
2011,"privé","Association","ASSOCIATION DES ETUDIANTS KINE",0,"oui",2403
2011,"privé","Association","ASSOCIATION FRANC COMTOISE DE FINANCEMENT SOLIDAIRE",0,"oui",2404
2011,"privé","Association","ASSOCIATION FRANCAISE DES SCLEROSES EN PLAQUE",0,"oui",2405
2011,"privé","Association","ASSOCIATION SANTE SCOLARISATION DEVELOPPEMENT EN CENTRAFIQUE",0,"oui",2406
2011,"privé","Association","ASSOCIATION DES ETUDIANTS EN SANTE POUR UNE SOLIDARITE INTERNAT",0,"oui",2407
2011,"privé","Association","ASSOCIATION LEO LAGRANGE",0,"oui",2408
2011,"privé","Association","ASSOCIATION PIECES DETACHEES",3000,"non",2409
2011,"privé","Association","ASSOCIATION POUR LE DROIT A MOURIR DANS LA DIGNITE",0,"oui",2410
2011,"privé","Association","ASSOCIATION VELO BESANCON",0,"oui",2411
2011,"privé","Association","ASTRAGALE",16000,"oui",2412
2011,"privé","Association","ATELIER MUSICAL DE MONTRAPON",12840,"oui",2413
2011,"privé","Association","ATELIER MUSICAL DE ST FERJEUX",5760,"oui",2414
2011,"privé","Association","ATELIER MUSICAL DE VELOTTE",5550,"non",2415
2011,"privé","Association","ATELIER MUSICAL DES CLAIRS-SOLEILS",4590,"oui",2416
2011,"privé","Association","ASSOCIATION SPORTIVE PORTUGAIS",0,"oui",2417
2011,"privé","Association","ATMO - ASSOCIATION SURVEILLANCE DE L'AIR",0,"oui",2418
2011,"privé","Association","ATSCAB BOWLING",550,"non",2419
2011,"privé","Association","ATTILA",12350,"non",2420
2011,"privé","Association","AU BONHEUR DES CHATS LIBRES",600,"non",2421
2011,"privé","Association","AUTISTES ADULTES DE BESANCON",0,"oui",2422
2011,"privé","Association","AUTREMENT SPORT",0,"oui",2423
2011,"privé","Association","AVENIR NATATION BESANCON - ANB",40314,"oui",2424
2011,"privé","Association","AVENUE DU PART.AGE",1000,"oui",2425
2011,"privé","Association","AVF BESANCON ACCUEIL VILLES FRANCAISES",0,"oui",2426
2011,"privé","Association","B.E.S.A.C.",0,"oui",2427
2011,"privé","Association","BAL",5000,"non",2428
2011,"privé","Association","BALISE 25 BESANCON",6932,"non",2429
2011,"privé","Association","BANQUE ALIMENTAIRE",0,"oui",2430
2011,"privé","Association","BARAC RENTREE ASSOCIATIVE CARABINE",600,"non",2431
2011,"privé","Association","BASE BALL CLUB",527,"oui",2432
2011,"privé","Association","BASTION",57800,"oui",2433
2011,"privé","Association","BENJAMUSIC",4500,"non",2434
2011,"privé","Association","BERGERS DU JURA ET AMIS",150,"non",2435
2011,"privé","Association","BESAC RC BASKET",18000,"oui",2436
2011,"privé","Association","BESACE",0,"oui",2437
2011,"privé","Association","BESANCON ASSOCIATION PATINAGE BAPA",3590,"non",2438
2011,"privé","Association","BESANCON ATHLETIC CLUB",0,"oui",2439
2011,"privé","Association","BESANCON BASKET CLUB",32418,"oui",2440
2011,"privé","Association","BESANCON BISONS",5926,"oui",2441
2011,"privé","Association","BESANCON BOXE ACADEMIE (BBA)",2534,"non",2442
2011,"privé","Association","BESANCON BOXE ANGLAISE",0,"oui",2443
2011,"privé","Association","BESANCON BUDO TOTAL STYLE",0,"oui",2444
2011,"privé","Association","BESANCON CLUB CANIN",0,"oui",2445
2011,"privé","Association","BESANCON CONTRÔLE JUDICIAIRE",0,"oui",2446
2011,"privé","Association","BESANCON CURLING CLUB",13997,"non",2447
2011,"privé","Association","BESANCON CYCLOS RANDONNEURS (BCR)",245,"oui",2448
2011,"privé","Association","BESANCON DANSE SPORTIVE",0,"oui",2449
2011,"privé","Association","BESANCON DOUBS HOCKEY CLUB",18306,"non",2450
2011,"privé","Association","BESANCON ESPERANCE FOOTBALL",845,"non",2451
2011,"privé","Association","BESANCON GYMNASTIQUE RYTHMIQUE",14090,"oui",2452
2011,"privé","Association","BESANCON RING ATHLETIC BOXE",12081,"non",2453
2011,"privé","Association","BESANCON ROYAL CLUB",0,"oui",2454
2011,"privé","Association","BESANCON TENNIS CLUB (BTC)",1000,"non",2455
2011,"privé","Association","BESANCON TOUR PRENDS GARDE",3000,"non",2456
2011,"privé","Association","BESANCON TRIATHLON",12430,"oui",2457
2011,"privé","Association","BESANCON VOL LIBRE",98,"non",2458
2011,"privé","Association","BESANCON VOLLEY BALL (BVB)",14191,"oui",2459
2011,"privé","Association","BILBOBASSO",2000,"non",2460
2011,"privé","Association","BMX BESANCON",9222,"non",2461
2011,"privé","Association","BOUGE TOI !",5000,"oui",2462
2011,"privé","Association","INTERFERENCES",0,"oui",2463
2011,"privé","Association","BOURGOGNE MUSICAL ET THEATRE D'ENFANTS",0,"oui",2464
2011,"privé","Association","BOUTIQUE DE GESTION DE FC",13000,"oui",2465
2011,"privé","Association","BOUTIQUE JEANNE ANTIDE",0,"oui",2466
2011,"privé","Association","BRC CYCLISME",500,"oui",2467
2011,"privé","Association","B'IAPAS",0,"oui",2468
2011,"privé","Association","LE CAILLOU DANS LE MOCASSIN",0,"oui",2469
2011,"privé","Association","BRC ESCRIME",1000,"non",2470
2011,"privé","Association","BRC FOOTBALL ASSOCIATION",398637,"oui",2471
2011,"privé","Association","BRC OMNISPORTS",22840,"oui",2472
2011,"privé","Association","BRC TENNIS",0,"oui",2473
2011,"privé","Association","BRRFTTTT",2000,"non",2474
2011,"privé","Association","BRULARD ENSEMBLE",3000,"oui",2475
2011,"privé","Association","BUC ESCRIME",6650,"non",2476
2011,"privé","Association","BUC PLONGEE",503,"non",2477
2011,"privé","Association","BUC TENNIS",1007,"non",2478
2011,"privé","Association","BUDO CLUB DE BREGILLE",175,"non",2479
2011,"privé","Association","CADA - CENTRE D'ACCUEIL DES DEMANDEURS D'ASILE",0,"oui",2480
2011,"privé","Association","CAEM PLANOISE",13890,"oui",2481
2011,"privé","Association","CAF - CLUB ALPIN FRANCAIS",1757,"oui",2482
2011,"privé","Association","CAISSE SOLIDAIRE DE FRANCHE-COMTE",10409,"non",2483
2011,"privé","Association","CARA - CLUB ATELIER DE RELIURE D'ART",0,"oui",2484
2011,"privé","Association","CARDIOLOGIE FC CLUB CŒUR",0,"oui",2485
2011,"privé","Association","CAUE - ARCHITECTURE URBANISME",18521,"non",2486
2011,"privé","Association","CCLD COMITE CATHOLIQUE CONTRE LA FAIM",2500,"non",2487
2011,"privé","Association","CCPPO-CENTRE CULTUREL POPULAIRE",4000,"oui",2488
2011,"privé","Association","CDDLE - COLLECTIF DE DEFENSE DES DROITS ET LIBERTES DES ETRANGERS",1700,"oui",2489
2011,"privé","Association","CDJA - CENTRE DEPARTEMENTAL DES JEUNES AGRICULTEURS",1500,"non",2490
2011,"privé","Association","CEGFC - CENTRE D'ENTRAIDE GENEALOGIQUE DE FRANCHE COMTE",0,"oui",2491
2011,"privé","Association","CENTRAFRIQUE SANS FRONTIERES",0,"oui",2492
2011,"privé","Association","CENTRE D'ART MOBILE",8000,"oui",2493
2011,"privé","Association","CENTRE DE LOISIRS DU BARBOUX",11804,"oui",2494
2011,"privé","Association","CENTRE DE VOL A VOILE AERO CLUB DOUBS",70,"non",2495
2011,"privé","Association","CENTRE D'ENTRAINEMENT METHODES D'EDUCATION ACTIVE",3800,"oui",2496
2011,"privé","Association","CENTRE INFORMATION CONSULTATION SEXUALITE CICS",2700,"non",2497
2011,"privé","Association","CENTRE INFORMATION JEUNESSE DE FRANCHE COMTE CIJ",63600,"oui",2498
2011,"privé","Association","CENTRE OMNISPORT PIERRE CROPPET",41507,"oui",2499
2011,"privé","Association","CERCLE ESCRIME ANCIENNE ET DE COMBAT BISONTIN",0,"oui",2500
2011,"privé","Association","CERCLE INTER ADMINISTRATIF",0,"oui",2501
2011,"privé","Association","CERCOOP",5000,"non",2502
2011,"privé","Association","CHÂTEAU EN ESPAGNE",11000,"oui",2503
2011,"privé","Association","CHEMIN DES SENS",10000,"non",2504
2011,"privé","Association","CHERCHEURS SOCIO HIST SPORT UFR STAPS",2500,"non",2505
2011,"privé","Association","CHOEUR SCHUTZ",2000,"non",2506
2011,"privé","Association","CHOEURS A CORPS",6000,"non",2507
2011,"privé","Association","CHRISALIDE",500,"oui",2508
2011,"privé","Association","CIDFF DU DOUBS",21070,"oui",2509
2011,"privé","Association","CIE SI T'ES PRESSE FAIS UN DETOUR",2500,"non",2510
2011,"privé","Association","CIMADE BESANCON",1500,"oui",2511
2011,"privé","Association","CIRQUE MEDRANO",0,"oui",2512
2011,"privé","Association","CIS - CENTRE INTERNATIONAL DE SEJOUR",120839,"oui",2513
2011,"privé","Association","CLCV",8000,"oui",2514
2011,"privé","Association","LA CLE DE SOL",500,"oui",2515
2011,"privé","Association","CLUB AERONAUTIQUE COMTOIS",55,"non",2516
2011,"privé","Association","CLUB BISONTIN DE SCRABBLE",0,"oui",2517
2011,"privé","Association","CLUB DES AINES DE PALENTE ET INTER GENERATION",0,"oui",2518
2011,"privé","Association","CLUB DU 3EME AGE DE MONTRAPON",0,"oui",2519
2011,"privé","Association","CLUB DU 3° AGE DE PLANOISE",0,"oui",2520
2011,"privé","Association","CLUB NATURISTE DE BESANCON",0,"oui",2521
2011,"privé","Association","CLUB PHOTO DE PLANOISE",1000,"oui",2522
2011,"privé","Association","CLUB PYRAMIDE BESANCON",0,"oui",2523
2011,"privé","Association","CLUB SAUVEGARDE DE BESANCON",4982,"non",2524
2011,"privé","Association","CLUB SPORTIF ET LOISIRS GENDARMERIE DE FRANCHE COMTE",0,"oui",2525
2011,"privé","Association","CLUB SOROPTIMIST",0,"oui",2526
2011,"privé","Association","CLUB UNIHOCKEY BISONTIN",1021,"oui",2527
2011,"privé","Association","CNCRSF - CONFED NALE CHAUFFEURS",681,"oui",2528
2011,"privé","Association","CNL - CONFEDERATION NATIONALE LOGEMENT",1000,"oui",2529
2011,"privé","Association","CODES 25",5000,"non",2530
2011,"privé","Association","COMBE SARAGOSSE",1500,"oui",2531
2011,"privé","Association","COMITE DE GESTION DES ANCIENS RETRAITES RPT",0,"oui",2532
2011,"privé","Association","COMITE DE QUARTIER BREGILLE",10000,"oui",2533
2011,"privé","Association","COMITE DE QUARTIER DES PRES VAUX",1000,"oui",2534
2011,"privé","Association","COMITE DE QUARTIER DES TORCOLS/CHAILLUZ",600,"oui",2535
2011,"privé","Association","COMITE DE QUARTIER MONTBOUCONS",2300,"oui",2536
2011,"privé","Association","COMITE DE QUARTIER RIVOTTE",0,"oui",2537
2011,"privé","Association","COMITE DE QUARTIER SAINT CLAUDE",20000,"oui",2538
2011,"privé","Association","COMITE DEP 25-90 EDUCATION PHYSIQUE GYMNASTIQUE VOLONTAIRE",0,"oui",2539
2011,"privé","Association","COMITE DEPARTEMENTAL DE LA PREVENTION ROUTIERE",0,"oui",2540
2011,"privé","Association","COMITE DES FETES BESANCON",59000,"oui",2541
2011,"privé","Association","COMITE DOUBS TENNIS /TABLE",4040,"oui",2542
2011,"privé","Association","COMITE DU DOUBS D'ESCRIME",2700,"non",2543
2011,"privé","Association","COMITÉ DU DOUBS VOLLEY BALL",4040,"non",2544
2011,"privé","Association","COMITÉ FRANCAIS POUR L'UNICEF",1000,"non",2545
2011,"privé","Association","COMITE DES OEUVRES SOCIALES BESANCON",813204,"oui",2546
2011,"privé","Association","COMITE QUARTIER PLANOISE",0,"oui",2547
2011,"privé","Association","COMITE QUARTIER ROSEMONT ST FERJEUX",238657,"oui",2548
2011,"privé","Association","COMITE REGIONAL DE RUGBY",0,"oui",2549
2011,"privé","Association","COMITE REGIONAL DU SPORT UNIVERSITAIRE",5000,"non",2550
2011,"privé","Association","COMITE REGIONAL EPMM",1000,"non",2551
2011,"privé","Association","COMITE REGIONAL HANDISPORT DE F-C",4000,"non",2552
2011,"privé","Association","COMIX TRIP",2500,"oui",2553
2011,"privé","Association","COMMERCANTS CENTRE CHATEAUFARINE",10000,"non",2554
2011,"privé","Association","COMMERÇANTS DES MARCHÉS DE FRANCE",6500,"non",2555
2011,"privé","Association","COMMERCANTS DU MARCHE BEAUX ARTS",5000,"non",2556
2011,"privé","Association","COMMERCE ET ARTISANAT AUX CHAPRAIS",12500,"oui",2557
2011,"privé","Association","COMMISSION PROTECTION DES EAUX DU PATRIMOINE DE L'ENVIRONNEMENT (CPEPESC)",0,"oui",2558
2011,"privé","Association","COMMUNE LIBRE DE SAINT FERJEUX",4000,"oui",2559
2011,"privé","Association","COMPAGNIE BACCHUS",15000,"non",2560
2011,"privé","Association","COMPAGNIE BOUTIQUE DU CONTE",3000,"oui",2561
2011,"privé","Association","COMPAGNIE COLOQUINTE",1000,"non",2562
2011,"privé","Association","COMPAGNIE COURANT D'AIR",2000,"oui",2563
2011,"privé","Association","COMPAGNIE DU BROUILLARD",1400,"oui",2564
2011,"privé","Association","COMPAGNIE DU COLIBRI",5000,"oui",2565
2011,"privé","Association","COMPAGNIE GRAINE DE VIE",2000,"non",2566
2011,"privé","Association","COMPAGNIE KA",2000,"oui",2567
2011,"privé","Association","COMPAGNIE LA CAROTTE",4500,"non",2568
2011,"privé","Association","COMPAGNIE LES INTEMPESTIFS",17000,"non",2569
2011,"privé","Association","COMPAGNIE LES TROIS SOEURS - LTS",1500,"oui",2570
2011,"privé","Association","COMPAGNIE MALA NOCHE",14500,"oui",2571
2011,"privé","Association","COMPAGNIE PERNETTE",2000,"non",2572
2011,"privé","Association","COMPAGNIE TERALUNA",21000,"oui",2573
2011,"privé","Association","COMPAGNIE VRAIMENT DRAMATIQUE",500,"non",2574
2011,"privé","Association","COMPAGNONS DU DEVOIR (LES)",0,"oui",2575
2011,"privé","Association","CONCORDE ST-FERJEUX ORCHESTRE HARMONIE",8040,"oui",2576
2011,"privé","Association","CONFEDERATION DEPARTEMENTALE DES FEMMES DU DOUBS",0,"oui",2577
2011,"privé","Association","CONFEDERATION SYNDICALE DES FAMILLES",0,"oui",2578
2011,"privé","Association","CONSEIL CONSULTATIF D'HABITANTS",0,"oui",2579
2011,"privé","Association","CONSEIL NATIONAL DU TOURISME ET DES LOISIRS ADAPTES",0,"oui",2580
2011,"privé","Association","CONTRE Z'UT",2500,"oui",2581
2011,"privé","Association","LE CONTREPOINT DE BESANCON",2500,"non",2582
2011,"privé","Association","COOP ECOLE MATERNELLE TRISTAN BERNARD",400,"non",2583
2011,"privé","Association","COOP ECOLE PRIMAIRE CHAPRAIS",746,"non",2584
2011,"privé","Association","COOP MATERNELLE CAMUS",700,"non",2585
2011,"privé","Association","CORPOS HANDBALL",0,"oui",2586
2011,"privé","Association","COSMA",0,"oui",2587
2011,"privé","Association","COUR HOTELIER DE BESANCON",0,"oui",2588
2011,"privé","Association","CLUB PUGILISTIQUE BISONTIN CPB",65450,"oui",2589
2011,"privé","Association","CPCA",1000,"non",2590
2011,"privé","Association","CREDIT SOCIAL DES FONCTIONNAIRES - CSF",0,"oui",2591
2011,"privé","Association","CRIS",10000,"non",2592
2011,"privé","Association","CROIX BLEUE DE FRANCE",680,"oui",2593
2011,"privé","Association","CROIX ROUGE FRANCAISE",7000,"oui",2594
2011,"privé","Association","CROQU'LIVRE",35100,"oui",2595
2011,"privé","Association","CULTURA MONDIALE",4500,"non",2596
2011,"privé","Association","CULTURE ACTION",0,"oui",2597
2011,"privé","Association","DANSE DES CRINOLINES",0,"oui",2598
2011,"privé","Association","DARDANIA",76,"non",2599
2011,"privé","Association","DE VOUS A NOUS",3885,"oui",2600
2011,"privé","Association","DECOCHE BISONTINE (LA)",3309,"non",2601
2011,"privé","Association","DECOUVERT AUTORISE",8000,"non",2602
2011,"privé","Association","DEFENSE DE LA LANGUE FRANCAISE",800,"oui",2603
2011,"privé","Association","DEN KUNG FU",0,"oui",2604
2011,"privé","Association","DEPLIER LA MUSIQUE",0,"oui",2605
2011,"privé","Association","DES PERSONNELS DE NEPHROLOGIE PEDIATRIQUE",1500,"non",2606
2011,"privé","Association","DES RACINES ET DES FEUILLES",1500,"non",2607
2011,"privé","Association","DEV'ART",2500,"non",2608
2011,"privé","Association","DIALI DIALI",0,"oui",2609
2011,"privé","Association","DLM (DÉV LOP MUSIC)",750,"non",2610
2011,"privé","Association","DOJO FRANC-COMTOIS",6792,"non",2611
2011,"privé","Association","DON QUICHOTTE",0,"oui",2612
2011,"privé","Association","DONNEURS DE VOIX",720,"non",2613
2011,"privé","Association","DOUBS NATURE ENVIRONNEMENT DNE",2434,"non",2614
2011,"privé","Association","DOUBS SUD ATHLETISME DSA",33501,"oui",2615
2011,"privé","Association","DOUBS YOU PLAY",0,"oui",2616
2011,"privé","Association","DOUBSIGNES",0,"oui",2617
2011,"privé","Association","DRAGON ET PANDA",500,"non",2618
2011,"privé","Association","DROITS RAPATRIES AFRIQUE DU NORD ASSOCIATION 25",500,"non",2619
2011,"privé","Association","ECOLE BERSOT MAT COOP SCOLAIRE",648,"non",2620
2011,"privé","Association","ECOLE BROSSOLETTE COOP SCOLAIRE",870,"non",2621
2011,"privé","Association","ECOLE CHAMPAGNE PRIMAIRE COOP SCOLAIRE",2325,"non",2622
2011,"privé","Association","ECOLE DE PARACHUTISME",10504,"non",2623
2011,"privé","Association","ECOLE DE VELOTTE COOP SCOL OCCE",2601,"non",2624
2011,"privé","Association","ECOLE E HERRIOT 2 OCCE COOP SCOLAIRE",2988,"non",2625
2011,"privé","Association","ECOLE HELVETIE 1 COOP SCOL",3510,"non",2626
2011,"privé","Association","IDOINE",0,"oui",2627
2011,"privé","Association","ECOLE ILE DE FRANCE COOP SCOL OCCE",450,"non",2628
2011,"privé","Association","ECOLE MAT RONCHAUX ASSOC",1710,"non",2629
2011,"privé","Association","ECOLE MATERNELLE HELVETIE COOP SCOLAIRE",558,"non",2630
2011,"privé","Association","ECOLE MIXTE BRUYERES COOP SCOLAIRE",900,"non",2631
2011,"privé","Association","ECOLE PRIM DURER COOP SCOLAIRE",900,"non",2632
2011,"privé","Association","ECOLE PRIM TILLER BOICHARD COOP SCOL",990,"non",2633
2011,"privé","Association","ECOLE PRIMAIRE BOURGOGNE COOP SCOL",3707,"non",2634
2011,"privé","Association","ECOLE PRIMAIRE FOURIER 2 COOP SCOLAIRE",6050,"non",2635
2011,"privé","Association","ECOLE VIEILLES PERRIERES COOP SCOLAIRE",1035,"non",2636
2011,"privé","Association","EDITIONS MAISON CHAUFFANTE",1250,"non",2637
2011,"privé","Association","EGLISE REFORMEE DE FRANCE - BESANCON ET ENVIRONS",12120,"non",2638
2011,"privé","Association","ELEKTROPHONIE",12000,"non",2639
2011,"privé","Association","EMBARQUEZ",4000,"non",2640
2011,"privé","Association","EMMAUS",0,"oui",2641
2011,"privé","Association","ENCASOU",1000,"non",2642
2011,"privé","Association","ENERGY CITIES",13264,"non",2643
2011,"privé","Association","ENFANTS DE L'ESPOIR (LES)",2500,"oui",2644
2011,"privé","Association","ENFANTS ET SANTE CENTRE EST",736,"non",2645
2011,"privé","Association","ENSEMBLE DA CAMERA",1000,"non",2646
2011,"privé","Association","ENSEMBLE DE MUSIQUE DE CHAMBRE TETRAKTYS",6000,"non",2647
2011,"privé","Association","ENSEMBLE MEYRIEM KOUFI",1000,"non",2648
2011,"privé","Association","ENTENTE MALCOMBE THISE MARCHAUX",1160,"non",2649
2011,"privé","Association","ENTRE TEMPS ESCALADE",10259,"non",2650
2011,"privé","Association","ERASMUS STUDENT NETWORK",1100,"non",2651
2011,"privé","Association","ESB FEMININ HANDBALL",350000,"oui",2652
2011,"privé","Association","ESB MASCULIN HANDBALL",388600,"oui",2653
2011,"privé","Association","ETOILE SPORTIVE ST-FERJEUX",6606,"oui",2654
2011,"privé","Association","ETRIER BISONTIN",1161,"oui",2655
2011,"privé","Association","FACE AU CIRQUE",0,"oui",2656
2011,"privé","Association","FANFARE SAPEURS POMPIERS",12000,"oui",2657
2011,"privé","Association","FCPE 25",1978,"oui",2658
2011,"privé","Association","FED SYND UNITAIRE ENSEIGNEMENT 25 FSU",5608.05,"oui",2659
